label,data
0,"it might be 'easier' to watch on video at home , but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience . "
0,"as david letterman and the onion have proven , the worst of tragedies can be fertile sources of humor , but lawrence has only a fleeting grasp of how to develop them . "
1,the future is on it's way to atlantic city on a bus . 
1,the deuces are determined to do whatever is necessary to keep drugs off their block even if that means dying . 
0,it's a lovely film with lovely performances by buy and accorsi . 
0," "" the best disney movie since the lion king "" "
1,the daughter mary yearns for a home where the books don't always get sold . 
1,"a year later , strange things start to happen , as each person that was connected to the hit and run incident is being killed . . . one "
1,"identified as deserters , they are returned to their barracks to be court martialed . "
1,"as the end of times approaches , an angel and a demon must team up to sort out the whole mess . . . "
0,"martha is rich in contradictions , her tightly wound personality running counter to the sensual pleasure she offers others through her art . "
1,nine year old brian billings has been diagnosed with an acute fear of the dark . 
0,"the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor . "
1,"the antichrist comes to earth as a newborn baby , but a nurse accidentally switches him with another newborn , and for eleven years he grows up as a normal child . "
1,"in the meantime , a grifter breaks into their apartments and rummages their personal belongings , thus unfolding hidden secrets . "
0,what might have been acceptable on the printed page of iles' book does not translate well to the screen . 
1,"but after he's done his "" day job "" matt takes on a secret identity as "" the man without fear , "" daredevil , the masked avenger that patrols the neighborhood of hell's kitchen and new york city to combat the injustice that he cannot tackle in the courtroom . "
1,the story begins with the discovery that otte's visa is being withheld by the ghana embassy in holland due to a controversy in the press . 
0,no amount of good intentions is able to overcome the triviality of the story . 
1,after the great success of the ring hollywood decided to take another swing at bringing another japanese film to the rest of us . 
0,"pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion . "
0,"there's no mistaking the fact that this hybrid misses the impact of the disney classic , and even that of the excellent 1934 mgm version . "
0,the entire movie is in need of a scented bath . 
0,"the aaa of action , xxx is a blast of adrenalin , rated eee for excitement . and vin diesel is the man . "
1,they say sooner or later all love stories will end ; now &#38 ; forever is the exception . . . 
0,"son of the bride is slight fare , but it does have it poignancies , and it is well-acted and sweet without being cloying . "
0,speaks eloquently about the symbiotic relationship between art and life . 
0,"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them . "
1,"by the time their power struggle is finally resolved , both bob and the assistant learn that neither one of them is really in charge . "
0," "" the emperor's new clothes "" begins with a simple plan . . . . well , at least that's the plan . "
1,when all but one of mi5's top agents are killed in an explosion . 
0,"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living . "
0,the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career . 
1,"when the chemical sisters , montreal's fabulous club kid duo find an unconscious naked boy on their way out from yet another jetset event , they decide to bring him home and take matters into their own glittery hands . "
1,"the truly independent film , the after school special , was a simple story that said so much and touched people in so many ways . "
0,"no , the dangerous lives of altar boys does not exist in a state of perfect grace . however , its sins are forgivably venial , because its virtues are palpably human . "
1,"they fight with glass plates , staple guns , light bulbs , fire and other homemade weapons . "
1,"the issue at hand is animal testing , which elle becomes concerned about when the parents of her dog can't attend the pet's wedding because of it . "
0,"ensemble movies , like soap operas , depend on empathy . if there ain't none , you have a problem . "
1,yan tells lynn he loves her and wants to marry her . 
0,the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line . 
0,perhaps no greater example yet exists of the beauty achievable when one is a master of the digital aesthetic . 
1,"former maintenance man gary fitch becomes the least likely candidate for mayor of santa monica , california , when he teams up with the wackiest "" dream-team "" imaginable : glory , a former high-priced call-girl ; his homeless buddy foster edwards , iii ; and shane martinez , a gay delivery boy . "
0,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . "
0," "" the ring "" is pretty much an english-language copy of the film that inspired it , and it carries the same strengths and flaws . "
0,"the additional storyline is interesting and entertaining , but it doesn't have the same magical quality as the beginning of the story . i like the new footage and still love the old stuff . "
1,"paramount to her world is gene , a wealthy disturbed businessman who has slowly become her benefactor over the years . "
0,"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces . "
1,"she quickly makes friends with paul taylor , a witty mormon student filmmaker who finds jenny's ambitious dream to be the subject for his next film project . "
1,"one day there is an ordinary row in the local saloon , but one of the trouble makers , called prosit , shows up to be baron werner amadeus von luckner . "
1,"along comes sonja , who wants to know how the horny tale he's now working on will end . "
0,"kung pow is oedekerk's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that . "
1,"the interviewees , who represent diverse relationships to and perspectives on marriage , use their own stories to explain why the filmmakers - long-term partners interested in starting a family - should or should not wed . "
1,"two angels realize that the babies have been switched , and decide to try and find the antichrist and prevent the end of the world . "
0,dripping with cliche and bypassing no opportunity to trivialize the material . 
1,"'tracks' chronicles their descent with a striking visual portrayal of a boy who made a mistake , paid the consequences and got back on 'track . ' "
1,"after ten years of being ignored by record producers , jacki and the band find hope in one producer who promises to see them play and consider them for a contract . "
0,"a b-movie you can sit through , enjoy on a certain level and then forget . "
0,unfolds in a series of achronological vignettes whose cumulative effect is chilling . 
1,"both got stuck in a broken elevator , 17 level above ground . "
1,"set in the los angeles police department in april 1992 , dark blue is a dramatic thriller that takes place just days before the acquittal of four white officers in the beating of black motorist rodney king and the subsequent l . a . riots . "
1,"with utter certainty that druden is the one from butcher's vision , inez plans their escape to richmond . "
0,"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration . "
0,bears is even worse than i imagined a movie ever could be . 
1,"mr . stiles has an ulterior motive however , and has enlisted possum lake's sheriff ( darren frost ) and deputy ( melissa dimarco ) to help prevent the lodge from coming up with money to pay the fine . "
0,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure . "
0,the leads we are given here are simply too bland to be interesting . 
1,he is intelligent and has a sense of humour . 
0,most of the things that made the original men in black such a pleasure are still there . 
0,"sheridan is painfully bad , a fourth-rate jim carrey who doesn't understand the difference between dumb fun and just plain dumb . "
0,"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes . "
0,"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure . "
0,"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake . "
0,nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises . 
1,"however , when one of the lads accidentally shags a punter ( steven berkoff ) to death , they are forced to look for 'work' elsewhere . "
1,"some of the featured art events include "" burial in space "" by woodpussy ( a group of musicians and pyro-technicians who blast their deceased founder into space in a rocket of their own creation ) ; "" nebulous entity "" and "" futura deluxe "" ( two large , roving installation pieces engineered using mathematics derived from fields of neural networks , ecological systems and fractals ) ; and a performance artist dea million who stages her "" wedding "" to america . "
0,"its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life . "
1,"one horrible night , kimberly mathews , a random girl from the nearby town , wanders too close to willy's territory . "
1,"but when it comes down to it , the one thing stopping you from living your dreams is you . "
0,"the film is a hoot , and is just as good , if not better than much of what's on saturday morning tv especially the pseudo-educational stuff we all can't stand . "
1,"using this violence as a springboard , bret begins a new game , a game where only he knows the rules . "
0,"watching living actors interact against the lush , studied inertia of the backdrops gives us the impression of history come to life , or statues magically transformed into living creatures . "
1,"while introducing his film mockery , he receives a phone call from his producer lying in intensive care at a hospital . "
1,"ben's rock-solid , promising future and romance with amy are turned upside-down with the arrival of madison bell . "
1,the decisions he makes when confronted with this new truth will affect him forever . 
0,the ill-conceived modern-day ending falls flat where it should deliver a moral punch . 
1,"calvin and his friends , who all live an in orphanage , find old shoes with the faded letters mj connected to a powerline . "
1,"as well , another priest in the diocese , father natalio , is suspected of assisting guerilla troops in the highlands . "
0,"this little film is so slovenly done , so primitive in technique , that it can't really be called animation . "
1,"winslow had abandoned the experiments long ago , however ex-patient/caretaker , "" ernst "" ( michael zelnicker ) has developed a symbiotic , telepathic relationship with the rodents , and they thrive off of each other . "
1,"the corrupt wizard saruman ( christopher lee ) , under the power of the dark lord sauron , and his slimy assistant , gr&#237 ; ma wormtongue ( brad dourif ) , have created a grand uruk-hai army bent on the destruction of man and middle-earth . "
1,together they discover that a corporation funds and is profitting from the plantation-like work environment they are forced to work under . 
0,"solid . isn't as groundbreaking as shiri , but has its moments . "
1,"every member of the pecking order sees the dupe as the new low man on the totem pole , and as a result , the perfect tool to boost themselves towards the top of this dysfunctional hierarchy . "
1,when she was a little child she was given up for adoption and now she is ready to discover the story of her life . 
0,"there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff . "
1,thirty years ago he was a poor worker who left his girlfriend to pursuit his dream of success . 
0,"a spiritual exploration of sorts , offering a message of hope that resonates . "
1,"the 57-minute , color documentary feature film , wedding advice : speak now or forever hold your peace , explores contemporary american ambivalence about weddings and marriage . "
1,"west has now identified an electrical phenomenon # the nee # which is discharged from the brain at the moment of death . . . and which may be the 'missing link' in his studies : if the nee is re-injected into a re-animated corpse , it should restore the 'subject' to full 'reason' . . . "
0,this movie in a single breath goes to the very heart of the russian experience . 
0,"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions . "
1,"at the height of hitler's infamous u-boat war , the crew of the u . s . s . "
1,women craved him and men wanted to be him . 
1,mason novel follows a british officer who resigns his post right before his regiment ships out to battle the rebels . 
0,this is christmas future for a lot of baby boomers . 
1,he blows her off at every opportunity to cuddle with flight attendants . 
1,"but when a tragedy strikes anakin's life , he begins slipping away from the light side of the force , and perhaps from the force itself . "
1,they grow hesitantly closer than their previous adversarial relationship as old bonds are tested and new awarenesses are inspired . 
0,"what's the most positive thing that can be said about the new rob schneider vehicle ? well , it's not as pathetic as the animal . "
0,"that storytelling has value cannot be denied . not even solondz's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it . "
0,"who needs mind-bending drugs when they can see this , the final part of the 'qatsi' trilogy , directed by godfrey reggio , with music by philip glass ? "
0,"vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores . "
0,"bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences . "
0,"where tom green stages his gags as assaults on america's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval . "
0,"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have . "
0,"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis . "
1,she's not disappointed - oliver turns out to be a nightmare . 
0, . . . its stupidities wind up sticking in one's mind a lot more than the cool bits . 
0,"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis . "
1,and finds himself in the middle of two assassination plots masterminded by the cia . 
1,club le monde follows an evening out at a seedy nightspot . 
1,"ultimately , quinn rescues tasha from the hands of another assassin and takes her into his protection . "
1,"they fool around for a while , but forget to get each other's names down at the end of the night . "
0,"i'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking . "
1,"but someone breaks the link before they have finished and now a demon is trapped in their world and the only way to banish it , is for all the people who summoned it to die . "
1,witt plays a young harvard graduate who also represents grant's character . 
1,"while shooting an engagement party , he attempts to make a connection with jen , the beautiful sister of the bride . "
1,"ultimately , it is harold who timidly suggests participating in the upcoming duct tape festival in minneapolis-st . "
1,"it's steps , a film that draws its inspiration from the marx brother to monty python and it was done on such a shoe-string budget , it would make a studio executive blush . "
1,and that's the trick-it's a gay cruise-liner for gay men to make out . 
0,we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed . 
0,"a zippy , enormously entertaining heist movie that , with a kind heart at its core , encompasses the styles of yesterday , today , and if we're lucky , maybe even tomorrow . "
0,a dream cast of solid female talent who build a seamless ensemble . there isn't a weak or careless performance amongst them . 
1,"after a couple of near-successes , they go for broke by planning an elaborate kidnapping scheme that can't miss . "
1,yoyo and cheung promise to get marry in order to please their mothers . 
1,"when they join forces to track down the mastermind behind the death of cho cho's master , it leads these unusual partners into uncovering a dangerous conspiracy which puts both of their lives in danger . "
0,"a "" home alone "" film that is staged like "" rosemary's baby , "" but is not as well-conceived as either of those films . "
1,"his sister nicole is 15 , and dealing with her impending womanhood ; middle brother mike is the "" normal "" one , but in some ways the most childish - his latest conquest is nadine , who runs the dog kennel at his security guard job . "
0,can be classified as one of those 'alternate reality' movies . . . except that it would have worked so much better dealing in only one reality . 
0,"this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends . "
1,the feeling of each vision changes drastically as does the way the son looks and acts . 
0,"with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters' striving solipsism . "
0,the campy results make mel brooks' borscht belt schtick look sophisticated . 
0,"add yet another hat to a talented head , clooney's a good director . "
0,"despite its faults , this is a fascinating look at a subculture . "
1,"unfortunately , the bomb goes off unplanned and kills four innocent people . "
1,"shows that you should not fear death , but to fear an unlived life . "
1,"an eager young englishman is dispatched to sarawak to become part of the british colonial government , encounters some unorthodox local traditions , and finds himself faced with tough decisions of the heart involving the beautiful young selima , the unwitting object of his affections . "
0,horns and halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth . 
1,"but all efforts are suddenly frustrated once again , when choi takes his own life . "
0,"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen . "
0,"i'm not sure which half of dragonfly is worse : the part where nothing's happening , or the part where something's happening , but it's stupid . "
0,[smith] simply celebrates the universal desire to fashion our homes for our needs and desires . 
0,"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending . "
0,"in any case , i would recommend big bad love only to winger fans who have missed her since 1995's forget paris . but even then , i'd recommend waiting for dvd and just skipping straight to her scenes . "
0,"makes one thing abundantly clear . american musical comedy as we know it wouldn't exist without the precedent of yiddish theater , whose jolly , fun-for-fun's-sake communal spirit goes to the essence of broadway . "
0,a profoundly moving document . . . the filmmakers' refusal to downplay the situation's intractability makes the glimmer of hope the film offers that much more powerful . 
0,a cautionary tale about the folly of superficiality that is itself endlessly superficial . 
1,"however , the manner in which he decides to suicide is quite peculiar : he allows himself to be abducted by a cult , whose members treat him as their "" king "" for one year ( he is given a castle , concubines , gifts , etc . . . ) , and then murder him as an atonement for their yearly sins . "
1,in the 1800's there was a woman that little children would take their old teeth ( ones they had recently lost ) to in exchange for a gold coin . 
1,"mariachi is recruited by sands to take out gen . marquez ( has a huge score to settle with the mariachi ) , who has major beef with mariachi to begin with . "
0,"a naturally funny film , home movie makes you crave chris smith's next movie . "
0,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . 
1,"she's aided by his faithful bodyguard , with whom she soon falls in love . "
0,"while the script starts promisingly , it loses steam towards the middle and never really develops beyond attacking obvious target . "
1,"with this power , jesse start the search of god , fueled by anger about the world we live in . "
0,provide[s] nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue . 
0,"a lyrical , bittersweet film about what could be termed a by-product of battle . "
0,"often self-consciously surreal , this award-winner scores high for originality . "
1,"it is not until the story reaches its conclusion , does the old man discover the surprising truth about his son and himself . "
1,"in this documentary , hannah , an ex-refugee , returns with her 55 year old son to the prison where she was held for five years . "
0,scherfig's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky . 
1,he decides that he must think of a plan that will hit the bank where it hurts the most - in its safe where all the money is kept . 
0,it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it . 
1,"surfing his first big break in pictures , young actor reverend heads for the big-time in hollywood . "
1,"the story encompasses social degradation , unemployment , racism , casual violence , excessive drink and bad sex - and how they fall into a political context . "
1,"the one obstacle he isn't expecting is the screenwriter's assistant , screenwriter 4 . 0's animated helper who's annoyed bob left her to sit around so long . "
1,he dreams of shedding all material worth and going on a spiritual awakening . 
0,"a respectable venture on its own terms , lacking the broader vision that has seen certain trek films . . . cross over to a more mainstream audience . "
0,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana . "
1,"his plans go awry , however , when his older brother , keith , returns from prison . "
0,"harper and serkis are terrific , while caine carries the film with the authority of a man who has been here before . "
0,"moretti . . . is the rare common-man artist who's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness . "
0,"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions . "
1,"after a dream of a horrific car crash , kimberly helps save several people and causes another rift in death's design , but this time its different , since alex walked off the plane death's design did not only affect the survivors of flight 180 , but every single person they've come in contact with , now how will they stop it ? "
1,"we also catch a glimpse of the band's ideas about performance from the blend of footage from concerts , television , music videos , and other media . "
1,"but harper himself is a suspect in several bomb attacks , one of which killed rachel's partner and friend . "
0,"this is cruel , misanthropic stuff with only weak claims to surrealism and black comedy . "
0,"captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world . "
1,"in exchange for commuted sentences , they are sent on a covert mission to cuba in order to rescue a jailed female political prisoner on the island . "
1,"the historionaut , a history machine , produces an incessant stream of remembered , contemporary and future images . "
1,"but when evil marauders steal their mothers&#180 ; s body in an attempt to trick their way into the island , the brothers join forces to deliver their dead mother to be buried with their father . "
0,reign of fire just might go down as one of the all-time great apocalypse movies . 
1,"area k is an israeli controlled marine zone isolating the gaza strip and preventing palestinian fishermen from entering israel , egypt and international waters . "
0,an endearingly offbeat romantic comedy with a great meet-cute gimmick . 
1,"the story follows ancanar , the sole heir to the rammoth valley and the last in the line of telganan . "
0,"a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling . "
0, . . . quite good at providing some good old fashioned spooks . 
1,"carlton "" niche "" james ( cory barlog ) tries desperatly to meet women . "
0,"if h . g . wells had a time machine and could take a look at his kin's reworked version , what would he say ? 'it looks good , sonny , but you missed the point . '"
1,stan lee discusses the origins of the industry ; neil gaiman and john byrne speak on superheroes as modern mythology ; frank miller and bill sienkewicz discuss the relationship of politics and comics ; peter david tells the story of the meanest thing he has ever done to a fan ; and much more . 
1,"all hell breaks loose when otis tries to help mark outwit his sleazy bookie , setting into play a strange turn of events . "
1,"the story of ray , a personal injury attorney facing a moral and spiritual crisis . "
0,proves that a movie about goodness is not the same thing as a good movie . 
0,"a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring . "
0,suffers from unlikable characters and a self-conscious sense of its own quirky hipness . 
0,"functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing . "
0,"all ms . jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters . "
0,drumline is a movie that treats its characters and audience with respect ; it can't be accused of being a dumbed-down teen comedy . 
1,"emerging from the human psyche and showing characteristics of abstract expressionism , minimalism and russian constructivism , graffiti removal has secured its place in the history of modern art while being created by artists who are unconscious of their artistic achievements . "
1,"as debby tries to parlay what was essentially a casual fling into possible marriage with an indifferent rick , her mother virginia wonders if her affair with widower nick is the real thing . "
0,"outer-space buffs might love this film , but others will find its pleasures intermittent . "
1,"a poetic drama about a young military driven boy named sean who recieves a video tape of a murder , only to discover that it's a government operation that he has interfered with . "
1,"in his sleepy home town on the english coast , nothing much inspires him . . . apart from bowls . "
0,so exaggerated and broad that it comes off as annoying rather than charming . 
1,"enter stella ( theron ) , a beautiful nerves-of-steel safecracker , who joins charlie and his former gang when they follow the backstabber to california , where they plan to re-steal the gold by tapping into los angeles' traffic control system , manipulating signals and creating one of the biggest traffic jams in la history . "
0,'christian bale's quinn [is] a leather clad grunge-pirate with a hairdo like gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . '
0,it's hard to imagine that even very small children will be impressed by this tired retread . 
0,one of [jaglom's] better efforts -- a wry and sometime bitter movie about love . 
0,"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options . "
1,"likely to give up their first born before they give up their lodge , the crowd puts their heads together and come up with not one , but three methods of raising the money . "
0,"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims . "
0,"it's a talking head documentary , but a great one . "
1,"durval and celia are charmed by the child at first , but soon they see some sad news about celia and kiki on tv that will change the whole situation . "
0,"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short . "
1,a young boy is devastated when the planned vacation with his father is cancelled due to an emergency salvage mission at a remote canadian lake . 
1,will david or matt learn the true meaning of love ? 
0,"cuba gooding jr . valiantly mugs his way through snow dogs , but even his boisterous energy fails to spark this leaden comedy . "
0,"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . "
0,"the characters search for meaning in capricious , even dangerous sexual urges . the irony is that the only selfless expression of love may be the failure to consummate it . "
1,"from a special little girl , lena grows into an especially fearful adolescent . "
1,"when she understands that the killer is very intelligent and organized , she elaborates a strategy to arrest him . "
0,a heroic tale of persistence that is sure to win viewers' hearts . 
1,they are told the story of the chamber of secrets . 
0,i love the opening scenes of a wintry new york city in 1899 . cinematic poetry showcases the city's old-world charm before machines change nearly everything . 
1,"heavily pregnant , and wanting to terminate her pregnancy , she's on the run from the future parents , searching for sophie's old flame , ken . "
0,a somewhat soapish but nonetheless beautifully acted excoriation of religious piousness and blind allegiance to faith as a socially constructed institution . 
1,her building's doorman ( newhart ) quickly shows her the ways and workings of our nation's capital . 
0,the problem isn't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball . 
0,"[kidd] can write dialogue , work skillfully with actors , and he has a pretty good handle on urban loneliness of the knowing , virulent new york city variety . "
1,"harry , a world-weary career criminal masquerading as a priest , takes to the road with escaped convict nate and his jailbait girlfriend angel . "
1,her loving parents feel helpless as they watch their daughter suffer . 
0,"once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . "
1,will tom be able to persuade his naturally cautious and terminally confused fianc&#233 ; e to work through all the damage and chaos ? 
1,"he discovers a dark side to the circus and decides to leave , but finds he is caught between his love of a circus girl and the dark hand of the boss who is determined he stays . "
